;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011;RF1012;RF1013;RF1020;RF1031;RF1032;RF1039
2002-11-30;151,922282;1606,428517;180,671125;102,054728;125,775351;116,486511;109,661179;110,764998;91,648554;93,533439;101,780487;68,841692;108,145278
2002-12-31;150,558438;1602,828247;181,572593;101,952456;124,235993;118,566866;109,812318;110,431267;91,612346;93,277348;101,492108;69,935687;107,693615
2003-01-31;149,683803;1598,73793;182,713012;102,032084;122,967195;120,583615;110,002193;110,185435;91,655362;92,971523;101,146908;71,230725;107,159684
2003-02-28;149,516104;1585,089258;183,970083;102,307357;122,059106;122,373954;110,219647;109,986416;91,809407;92,62571;100,755832;72,593684;106,558003
2003-03-31;149,865123;1559,479382;185,195963;102,76162;121,486952;123,874894;110,476511;109,84842;92,109788;92,279336;100,362595;73,891775;105,93972
2003-04-30;150,142338;1527,019991;186,320171;103,313792;121,271904;125,033844;110,729026;109,738484;92,54439;91,963416;100,003162;75,006871;105,368763
2003-05-31;149,684113;1495,558853;187,215259;103,903585;121,41405;125,786477;110,929662;109,644585;93,111919;91,710873;99,716095;75,868185;104,946918
2003-06-30;148,05098;1472,995029;187,943216;104,544329;121,857416;126,166959;111,045835;109,579465;93,822118;91,552877;99,53866;76,467956;104,797947
2003-07-31;145,585262;1459,952851;188,61685;105,187123;122,541831;126,187791;111,044099;109,548046;94,648434;91,491673;99,47583;76,769974;104,964867
2003-08-31;143,044201;1451,013779;189,332486;105,813447;123,478182;125,916204;110,892547;109,529801;95,555542;91,521655;99,517844;76,750167;105,402235
2003-09-30;141,239038;1444,755706;190,215441;106,423302;124,588736;125,47005;110,635041;109,546367;96,539083;91,633264;99,654211;76,407126;105,974693
2003-10-31;140,548103;1439,000868;191,308432;106,963168;125,757888;124,913479;110,276346;109,552991;97,54621;91,789991;99,851637;75,722843;106,537624
2003-11-30;140,811213;1431,692392;192,623795;107,439602;126,909481;124,341571;109,864715;109,542284;98,533386;91,968835;100,090289;74,752225;106,909974
2003-12-31;141,635348;1424,269597;194,048234;107,834009;128,008477;123,827752;109,442144;109,494251;99,446054;92,156463;100,360433;73,611925;106,922651
2004-01-31;142,495084;1417,578239;195,318973;108,08094;129,031982;123,388541;108,987685;109,332012;100,209623;92,32448;100,632469;72,422662;106,546666
2004-02-29;142,958693;1411,717073;196,197932;108,140183;129,971288;123,048926;108,520821;109,033276;100,814544;92,474905;100,901872;71,324164;105,932512
2004-03-31;142,765587;1404,952318;196,601978;108,014047;130,793702;122,857164;108,077704;108,606809;101,247086;92,606364;101,15766;70,450017;105,326395
2004-04-30;141,816016;1393,929877;196,491508;107,754106;131,406325;122,864157;107,656334;108,04508;101,502734;92,704271;101,372401;69,847233;105,006006
2004-05-31;140,218724;1380,312237;195,868678;107,391454;131,749837;123,115316;107,246387;107,364478;101,58731;92,754725;101,514526;69,53057;105,114057
2004-06-30;138,199407;1365,916793;194,786373;106,951589;131,849447;123,628452;106,868045;106,628528;101,531987;92,767868;101,578828;69,507774;105,613846
2004-07-31;136,091308;1350,132337;193,202697;106,44704;131,760772;124,383193;106,487009;105,879595;101,337166;92,72348;101,532926;69,77837;106,384247
2004-08-31;134,174724;1333,063852;191,133131;105,940704;131,565544;125,291323;106,132494;105,229083;101,03157;92,639077;101,394052;70,356829;107,169793
2004-09-30;132,625256;1314,338601;188,721974;105,490282;131,394227;126,251425;105,817557;104,761008;100,650142;92,532087;101,186238;71,239966;107,635427
2004-10-31;131,473731;1293,275677;186,119371;105,129299;131,357658;127,131702;105,539635;104,525673;100,20345;92,405865;100,926197;72,380362;107,456922
2004-11-30;130,669652;1271,097645;183,596763;104,967962;131,587517;127,865784;105,345468;104,582301;99,764517;92,301542;100,681479;73,71231;106,55095
2004-12-31;129,865347;1252,590613;181,386795;105,069271;132,105963;128,415591;105,233269;104,88136;99,396578;92,233535;100,491942;75,140007;104,962119
2005-01-31;128,799488;1244,06643;179,616391;105,387546;132,854511;128,726182;105,168522;105,309817;99,141232;92,186377;100,364658;76,577157;103,0582
2005-02-28;127,5034;1246,064098;178,393537;105,851034;133,735335;128,854066;105,152258;105,787084;99,026425;92,171417;100,320911;77,93601;101,262019
2005-03-31;126,30903;1252,980994;177,78028;106,365571;134,689782;128,855207;105,157931;106,203957;99,058996;92,190099;100,361344;79,139405;99,924072
2005-04-30;125,737729;1257,531957;177,825149;106,867143;135,653052;128,721577;105,150789;106,466579;99,217453;92,217465;100,44549;80,167024;99,382972
2005-05-31;126,083962;1252,420927;178,499695;107,365622;136,489373;128,463341;105,159147;106,539634;99,501824;92,256809;100,549892;81,036753;99,603301
